x;y;u;v;column;row
0.372854;-0.029584;0.406250;0.281250;13;9
0.413563;-0.037173;0.437500;0.281250;14;9
0.454847;-0.041824;0.468750;0.281250;15;9
0.496448;-0.043528;0.500000;0.281250;16;9
0.538087;-0.042432;0.531250;0.281250;17;9
0.579474;-0.038493;0.562500;0.281250;18;9
0.620332;-0.031524;0.593750;0.281250;19;9
0.660405;-0.021395;0.625000;0.281250;20;9
0.699463;-0.008115;0.656250;0.281250;21;9
0.737306;0.007935;0.687500;0.281250;22;9
0.773773;0.026260;0.718750;0.281250;23;9
0.808735;0.046350;0.750000;0.281250;24;9
0.842113;0.067806;0.781250;0.281250;25;9
0.873865;0.090438;0.812500;0.281250;26;9
0.903971;0.114053;0.843750;0.281250;27;9
0.932436;0.138482;0.875000;0.281250;28;9
0.959287;0.163508;0.906250;0.281250;29;9
0.984566;0.188884;0.937500;0.281250;30;9
1.008330;0.214432;0.968750;0.281250;31;9
1.030643;0.239998;1.000000;0.281250;32;9
-0.039173;0.257138;0.000000;0.312500;0;10
-0.016978;0.232381;0.031250;0.312500;1;10
0.006672;0.207498;0.062500;0.312500;2;10
0.031848;0.182642;0.093750;0.312500;3;10
0.058612;0.157991;0.125000;0.312500;4;10
0.087016;0.133754;0.156250;0.312500;5;10
0.117091;0.110166;0.187500;0.312500;6;10
0.148851;0.087491;0.218750;0.312500;7;10
0.182280;0.066016;0.250000;0.312500;8;10
0.217318;0.046043;0.281250;0.312500;9;10
0.253876;0.027887;0.312500;0.312500;10;10
0.291848;0.011861;0.343750;0.312500;11;10
0.331088;-0.001737;0.375000;0.312500;12;10
0.371411;-0.012592;0.406250;0.312500;13;10
0.412596;-0.020490;0.437500;0.312500;14;10
0.454391;-0.025333;0.468750;0.312500;15;10
0.496523;-0.027093;0.500000;0.312500;16;10
0.538697;-0.025899;0.531250;0.312500;17;10
0.580605;-0.021722;0.562500;0.312500;18;10
0.621956;-0.014404;0.593750;0.312500;19;10
0.662479;-0.003848;0.625000;0.312500;20;10
0.701933;0.009903;0.656250;0.312500;21;10
0.740109;0.026445;0.687500;0.312500;22;10
0.776836;0.045265;0.718750;0.312500;23;10
0.811982;0.065837;0.750000;0.312500;24;10
0.845471;0.087752;0.781250;0.312500;25;10
0.877267;0.110807;0.812500;0.312500;26;10
0.907358;0.134798;0.843750;0.312500;27;10
0.935756;0.159541;0.875000;0.312500;28;10
0.962494;0.184814;0.906250;0.312500;29;10
0.987624;0.210368;0.937500;0.312500;30;10
1.011206;0.236024;0.968750;0.312500;31;10
1.033312;0.261630;1.000000;0.312500;32;10
-0.041500;0.279260;0.000000;0.343750;0;11
