x;y;u;v;column;row
1.000000;0.468750;1.000000;0.468750;15;15
0.000000;0.500000;0.000000;0.500000;0;16
0.066667;0.500000;0.066667;0.500000;1;16
0.133333;0.500000;0.133333;0.500000;2;16
0.200000;0.500000;0.200000;0.500000;3;16
0.266667;0.500000;0.266667;0.500000;4;16
0.333333;0.500000;0.333333;0.500000;5;16
0.400000;0.500000;0.400000;0.500000;6;16
0.466667;0.500000;0.466667;0.500000;7;16
0.533333;0.500000;0.533333;0.500000;8;16
0.600000;0.500000;0.600000;0.500000;9;16
0.666667;0.500000;0.666667;0.500000;10;16
0.733333;0.500000;0.733333;0.500000;11;16
0.800000;0.500000;0.800000;0.500000;12;16
0.866667;0.500000;0.866667;0.500000;13;16
0.933333;0.500000;0.933333;0.500000;14;16
1.000000;0.500000;1.000000;0.500000;15;16
0.000000;0.531250;0.000000;0.531250;0;17
0.066667;0.531250;0.066667;0.531250;1;17
0.133333;0.531250;0.133333;0.531250;2;17
0.200000;0.531250;0.200000;0.531250;3;17
0.266667;0.531250;0.266667;0.531250;4;17
0.333333;0.531250;0.333333;0.531250;5;17
0.400000;0.531250;0.400000;0.531250;6;17
0.466667;0.531250;0.466667;0.531250;7;17
0.533333;0.531250;0.533333;0.531250;8;17
0.600000;0.531250;0.600000;0.531250;9;17
0.666667;0.531250;0.666667;0.531250;10;17
0.733333;0.531250;0.733333;0.531250;11;17
0.800000;0.531250;0.800000;0.531250;12;17
0.866667;0.531250;0.866667;0.531250;13;17
0.933333;0.531250;0.933333;0.531250;14;17
1.000000;0.531250;1.000000;0.531250;15;17
0.000000;0.562500;0.000000;0.562500;0;18
0.066667;0.562500;0.066667;0.562500;1;18
0.133333;0.562500;0.133333;0.562500;2;18
0.200000;0.562500;0.200000;0.562500;3;18
0.266667;0.562500;0.266667;0.562500;4;18
0.333333;0.562500;0.333333;0.562500;5;18
0.400000;0.562500;0.400000;0.562500;6;18
0.466667;0.562500;0.466667;0.562500;7;18
0.533333;0.562500;0.533333;0.562500;8;18
0.600000;0.562500;0.600000;0.562500;9;18
0.666667;0.562500;0.666667;0.562500;10;18
0.733333;0.562500;0.733333;0.562500;11;18
0.800000;0.562500;0.800000;0.562500;12;18
0.866667;0.562500;0.866667;0.562500;13;18
0.933333;0.562500;0.933333;0.562500;14;18
1.000000;0.562500;1.000000;0.562500;15;18
0.000000;0.593750;0.000000;0.593750;0;19
